sentiment,content
positive,Just had my hair cut it looks like shit
negative,"@jesse_la ben's dreams make me so saddddddd  i want them to be togetherrr. i swear if this shit gets me bawlinggg, so help me.."
positive,lovely day and i have to work
negative,@gemmak500 Know exactly what you mean  I've lost too many friends. I do feel for you all
negative,@tweetie Why do I have to enter my registration details every time I update?
positive,"@cjwilliams1975 @barmanandy We were in Lindos, and it absolutely ruled. Will post some pictures somewhere, some time. Back to work today"
negative,Really wish I could have gone to @bikeradar this weekend
negative,@CheskieBear gosh! i hate it. my school will start in monday too.  and my classes will start 6.00 and end at 12.00 i'll never had a chance
positive,Yay! Power = on! Phone = charged. It's hot
negative,"@MYFUTURELIES No way. What about Sydney?  yeah, you guys are like the semi-older version of Short Stack. However, with the same talent."
negative,"@lordlucan i had terrible trouble with 'sp' words as a child, would drop the 's' pider, pade etc, needed lessons. bad memories"
negative,I am such a worthless person. No one i love loves me back the way that they should.
positive,yay dad agreed to pay for my tuition and equipment! yipee not till nxt jan tho
positive,Oh. Seems the playable Joker PS3 exclusivity on Arkham Asylum is much bigger than thought.
negative,wish i was home in time for the #jonaswebcast today
negative,"@AubreyODay  Aubrey, i know i speek for a lot of fans when i say we miss seing you on T.V. I hope we will be seeing you again  ..."
negative,@billyraycyrus Please get a cell phone with a better camera on it... your pictures are real bad quality compared to those that Miley took
positive,got back from the embassy; missing one paper  go again on Monday!!!good luck me!!!
neutral,@CheskieBear to go in their next live chat.
negative,"It's this year. Can't catch it, won't be in NY till Oct 2010  http://bit.ly/AF8JT"
neutral,cutting hair allll day  wish i was outside
positive,I thought there was more Fanta in my can than there was
negative,sorry for my lack of tweets  ive been buzy. new vid this saturday!!
negative,@Glinner the trailer has been removed  i have a look and see if i can find it somewhere
positive,@kekeinaction Thats ok...ur a good person + My Idol soo good people deserve sum good comments..hows the weather ova der --London is cold
negative,i dont like funerals
positive,@mitchelmusso Heyyyyy us English fans want some signings too
negative,So guttered that Ruby got eliminated from NZNTM..  I'm all about supporting the locals. Haha. Hosanna better not win..!
negative,"@General_Coxy Apologies, we've had CMS issues all week"
neutral,This is what I had to endure to get prizes of to my lucky winners  http://twitpic.com/669nm
neutral,@tofuatomic my boss. She's moving to NYC
neutral,@Jayce_Kay Morning! Hows your day. Hope you're not another lying in the sun
negative,ARG! Eirtaku got hit by stupid bots. So much porn on a kid friendly site.
negative,I miss my wacom. Especially the mouse. Laptop touch pad is horrible
positive,Job???????   Not so much.
positive,"@sideone yeah, I much prefer tweetdeck but if you must have multiple accounts"
positive,Finally gonna try and fall asleep goodnight.. More like morn... I sleeP
negative,is on twitter for the second day running. This is what study leave does to me! If only my car were in one piece
negative,@GarethCliff Oh stop boasting already.  I've got a horrible piece o' crap cellphone.  *pulls a tongue*
negative,@rainbowbrite22 What r u stressin' bout mare?
neutral,can't help but feel today will be a massive Michael Jackson rumour day.  [Cue all the MJ haters...]
neutral,"Had nicotine replacement patch on for 4 hours. So far, so good, but I did sleep for most of those 4 hours. Getting a bit twitchy now"
negative,the day goes on and on...i think im gonna write a song about it! still thinking itï¿½s impossible for me to get a true friend  why????
negative,@Blinkollieb182 : nooo  i don't know why...i click on TweetDeck_0_25_manual_Blink182.air and it doesn't run!! so sad...
positive,I miss @abhorredlife so much  I wish I had enough money to be with him again
neutral,@WhoButStretch  you aint invite me
neutral,"back soon, need to run to the shops and cut the grass"
neutral,@narendranag no not that expensive  windows or linux
neutral,I think a crow took one of the baby birds in my garden today. I know it's nature but I still don't like It.
negative,hates having to be at work for six am
positive,"@tonibrockliss fyi, connie and carla is not as totally awesome as the previews make it seem  sorry about that one."
negative,"@davidbaillie they are evil mean people, who hurt you. I have a terrible phobia of dentists, but had toothache from hell this week"
negative,"@C_J_Stuart Unfortunately not yet, I am still without licence."
negative,I just had a horrible dream.
positive,just in imagination
negative,@Eminem can't wait for that!! recently bought metallia guitar hero but cant play it coz my sony tv went kaput!
neutral,@blue_cupcakes that busy wowsa .. okay my pizzas gonna be a while  sorry..
neutral,is missing out on the sunshine and trying to stay awake after having just 2 hours sleep
negative,no food since woke up.
negative,@ShesElectric_ i'm in bed sick atm-been sick since yesterday   hru hun?
neutral,@tidygraphic Suspect tax-man is at fault....
negative,Fed up today        No-one's available for comment
positive,"@edziardo : Hi, there! I'm sorry for not telling you  Let's meet up! With @yayi_meirizka too. You promised to treat us! XD"
negative,i reeaally miss my cosito  hope hes getting good scores!
positive,@pleasurep Just read that message about u being at Stephanie's in Greensboro.....love it! I miss my home!
negative,@JenniferSmithCo Just checked the diary and it clashes with uSwitch.net beers
neutral,Mozzer cancelled tonight by the looks of it.
neutral,@Jewel_Lia  Are the drugs working?
negative,@EPMorgan I know!  I can read bt I can't sit outside coz I gota answer the phone
negative,No callback yet.
neutral,nope no way in to stop  just have to put up wiv it
negative,@Tolman21 I was asleep until my brother woke me up asking me if I ate the rest of the frosted mini wheats. I can't go back to sleep.
negative,working wearing sunglasses...my eyes are bleeding!
neutral,school..  i wish it would just end already!
neutral,I want a new mountain bike
negative,"@kev_watson   Sorry address was wrong. where I put samuel in the address, it should be just sam. I am having a stupid brain day today."
neutral,Guy coming to see my car is late
positive,Almost showtime in Osaka.  Our last night here in Japan  I will miss youuuu
neutral,This month was a bad month to try and get an advert together for Kobold Quarterly
negative,My dad's not feeling well. I want to make him soup. Suggestions guys? + get well soon ayah
neutral,at MKG 3 now. and all alone
negative,"@ShaneSakata Hi Shane, that link doesn't seem to work"
negative,I can't get to bed
negative,rain got so big weather so cold right now
negative,tonight was a very bad night
negative,I have too much homework to do today
negative,@kaliie i'm sorry but LOL! what is this about? waitt... you think your mum would still let you do bday stuff this weekend?
negative,@Loulou_de_B You have to email her - she only gets what people want in so they aren't on the site. Shame about the trousers
positive,@Dublins98Dave @doneganland has tickets.......?
neutral,@mylivetweets where were u?  (via @evregirl) - Meetings...
negative,Waiting for Hetzner to fix my server... Seems like Interspire SendStudio caused the problems
neutral,Barnsley To Keep Davey   And Sign A New Experienced Striker.
negative,@RedBaff alright - was only joking - I just said no wine here  - fool me maybe? - I don;t like drinking
positive,Ugh RUDE!..
negative,@msalonen I can't get it to load.  And I wanted everyone to see my &quot;Bette Davis Eyes&quot; remix video today. boooooo
negative,Our neighbors cat died!  I really loved him =(
neutral,: nothing to do
negative,@bagginsboy oh yes. There was no feasts left
negative,"We actually have milestones due for 3 high profile projects in the next 2 weeks, &amp; they are all scheduled when I am on vacation -"
negative,I just woke up. My teeth really hurt from my rubber bands
negative,can't wait to see marco later; not feeling my best
negative,Burnt the fuck out of my hand today.
negative,"Google Adsense Income down by 6% in this months Payment, Indian Govt Happy for $ Falling, Publishers Sad"
negative,@labelladiva Are you blogging yet? I miss you writing
positive,"Now that I have a salary, I can actually spend money. Hooray! Time to go shopping and have dinner at Ahora to say goodbye to @yusufyusuf."
negative,@edma my brain has become a converter ed. i've been converting into LM for  the past 2 yrs. every 5 mins of every single day
negative,Dangit! I just got my Kiss Album in and it's the wrong color.
positive,Losing makeup bags is TRAGIC...luckily I keep 4 in diff places but I gotta replace my Bare Escentuals  *tearrrrrrrr*
neutral,@msmyers No. That would be too easy. All I have is the user manual which is not enough for me to claim his bike
negative,RIP Robin from the Washington Park library
neutral,"Academy Rector with tons of tutors looks like the way to go, since all the good Trix draw engines and mana accel is gone."
neutral,@iamepiclyamazin but....why?!
negative,@JaylaStarr  I guess you are not interested !!
negative,@KIMP19 I know...  it's already been two weeks!
positive,I KnO they're my guilty pleasure like shopping   @diorchick0420
negative,Woke up from aspirating some stomach acid. I'm praying that I dont acid reflux  and that it was a one time thing
